0.0033206,0.016602,0.056266,0.059187,0.093163,0.064066,0.073164,0.0077434,0.031106,0.051708
0.0019135,0.0045073,0.0069779,0.0071187,0.0065681,0.0051301,0.0102,0.0012834,0.0028417,0.006496
-0.0095979,0.00058828,0.0029791,0.0040292,-0.0014222,6.9157e-05,0.0027875,-0.00060121,0.0021762,0.0029272
0.00089192,-0.0042278,0.0032432,0.0024678,-0.0047707,0.0010799,0.0028671,-0.00081422,0.0010236,0.0039323
0.0025024,-0.0014664,0.0041884,0.0027922,-0.0012365,-0.0014705,0.0038594,-0.00025271,0.0067025,0.0032063
0.0016785,0.00053007,0.0043584,0.0045791,-0.002364,4.8675e-05,0.0031756,0.011723,-0.0095637,0.0043585
0.0026471,0.0017598,0.0033285,0.0061995,-0.0018032,0.0015711,0.0018891,-0.00052765,4.8386e-05,0.0064984
0.0035138,0.0022205,0.0031531,0.0041564,-0.0024181,-0.0027179,0.0020759,0.0029443,-0.0025816,0.0058034
0.00049639,0.00049529,0.00319,0.0022192,0.00071689,-0.0019329,0.0024439,-0.0013997,0.0013292,0.0046339
0.0014426,-0.0017974,0.0046153,0.0016712,-0.001025,0.0016747,0.001727,-0.00098562,0.0017526,-0.0036679
-0.0026536,-0.00018712,0.0016268,0.0034153,-0.0023035,-0.00040099,0.0014684,-0.00052853,0.0021801,0.0016492
0.001065,0.00044476,0.0019781,0.0018662,-0.0071725,-0.002488,0.0010917,-0.0001697,0.0021209,0.0032886
0.0011649,0.0020741,0.0020915,0.0028081,-0.0014664,0.00041362,0.00044243,-0.001134,0.0012453,0.0042486
0.00089679,0.0016847,-0.030157,0.00049238,-0.0012775,-0.0015343,0.00066531,0.00027749,0.00020557,0.0025502
0.00090859,0.013911,-0.0027741,-0.0012231,-0.0026377,-0.0001301,0.0038019,-0.0026868,0.0042747,0.005378
0.0013947,0.0027931,0.0022818,0.0063325,-0.00084436,-0.0013261,-0.001866,0.00014089,0.0032714,0.0030305
0.00013761,0.00067912,0.0024377,0.0007485,-0.0018446,9.7321e-05,0.002433,-0.00058983,0.0024461,-0.0014581
0.0019987,0.00082454,0.0022326,0.002527,-0.0014079,-0.0007113,0.0037226,-4.7696e-05,0.0034354,0.0047712
0.00039067,0.004595,0.0020277,0.00056891,-0.0023205,-0.0025833,0.006301,0.00072472,0.0032892,0.0044066
0.0024089,-8.8692e-05,0.0020547,0.0021941,-0.0023654,-0.0061482,0.0034788,0.0018036,0.0028545,0.0060358
-0.00040094,0.0022666,0.0044689,0.0015099,-0.0029895,-0.0025064,0.004195,-0.0036014,0.0035496,0.0034136
0.0022867,0.00037871,0.002829,0.0021585,-0.0016032,-0.0014335,0.0049186,0.00034854,0.011901,0.0019798
0.00057382,0.0015571,0.0026356,0.0013185,-0.0042881,-0.00061949,0.0029308,-0.00014651,0.0037241,0.0027213
-0.00020256,0.00088618,0.0023868,0.0019373,-0.0026537,0.0017133,-0.00065278,0.0030525,0.00018833,0.0038041
0.0042183,-3.3586e-05,0.0034404,0.0028765,-0.00022066,-0.0007775,0.00327,0.0001723,0.0026077,0.0025799
-0.0033735,0.00084291,0.0023654,0.0026628,-0.0012742,-0.0032849,0.0041609,0.0058503,0.0042911,0.0032503
0.00026461,0.00052922,0.0029027,0.0013873,0.00097016,-0.0021042,0.0027114,0.002618,0.0033081,0.0020535
0.00086105,0.0013129,0.0033341,-0.0047615,-0.0012581,-0.0015385,0.0033489,0.0016589,0.0023616,0.0038065
