DATE,INDPRO_CHG
2013-01-01,-0.1338
2013-02-01,0.5791
2013-03-01,0.4119
2013-04-01,-0.1750
2013-05-01,0.1112
2013-06-01,0.2073
2013-07-01,-0.4345
2013-08-01,0.6703
2013-09-01,0.5263
2013-10-01,-0.1799
2013-11-01,0.3008
2013-12-01,0.3125
2014-01-01,-0.4288
2014-02-01,0.8701
2014-03-01,0.9972
2014-04-01,0.0482
2014-05-01,0.3781
2014-06-01,0.3929
2014-07-01,0.2076
2014-08-01,-0.1171
2014-09-01,0.3152
2014-10-01,0.0219
2014-11-01,0.8277
2014-12-01,-0.1549
2015-01-01,-0.5279
2015-02-01,-0.5381
2015-03-01,-0.2961
2015-04-01,-0.6192
2015-05-01,-0.4530
2015-06-01,-0.3568
2015-07-01,0.6069
2015-08-01,-0.1622
2015-09-01,-0.3853
2015-10-01,-0.3792
2015-11-01,-0.7110
2015-12-01,-0.5852
2016-01-01,0.8511
2016-02-01,-0.7300
2016-03-01,-0.8070
2016-04-01,0.1012
2016-05-01,-0.0869
2016-06-01,0.4449
2016-07-01,0.2578
2016-08-01,-0.0918
2016-09-01,0.0070
2016-10-01,0.2008
2016-11-01,-0.1978
2016-12-01,0.8774
2017-01-01,0.1085
2017-02-01,-0.3887
2017-03-01,0.6951
2017-04-01,0.9291
2017-05-01,0.1408
2017-06-01,0.1720
2017-07-01,-0.0422
2017-08-01,-0.4952
2017-09-01,0.0027
2017-10-01,1.5785
2017-11-01,0.5643
2017-12-01,0.3430
2018-01-01,-0.2705
2018-02-01,0.3764
2018-03-01,0.6100
2018-04-01,0.9704
2018-05-01,-0.8584
2018-06-01,0.8068
2018-07-01,0.4813
2018-08-01,0.8726
2018-09-01,0.1503
2018-10-01,0.2416
2018-11-01,0.5902
2018-12-01,0.0449
2019-01-01,-0.4331
2019-02-01,-0.5554
2019-03-01,0.1180
2019-04-01,-0.6923
2019-05-01,0.2376
2019-06-01,0.0510
2019-07-01,-0.1712
2019-08-01,0.8330
2019-09-01,-0.4832
2019-10-01,-0.9673
2019-11-01,1.1883
